,Freq,Calls,Date,Prop,Country,City,State,Miles
2180,99.9,KIRK,2008-05-28,E,,Macon,MO,942.0
2174,99.9,KAUS,2010-07-04,E,,Austin,MN,972.0
2208,99.9,WMXC,2007-07-23,E,,Mobile,AL,979.0
2190,99.9,KWCK,2008-07-07,E,,Searcy,AR,988.0
2175,99.9,KBFL,2007-05-11,E,,Buffalo,MO,1000.0
2205,99.9,WKIS,2007-05-13,E,,Boca Raton,FL,1023.0
2179,99.9,KGPQ,2006-06-29,E,,Monticello,AR,1036.0
2217,99.9,WUSZ,2015-06-22,E,,Virginia,MN,1049.0
2178,99.9,KGOR,2007-06-26,E,,Omaha,NE,1112.0
2186,99.9,KTCS,2006-06-10,E,,Fort Smith,AR,1140.0
2187,99.9,KTDY,2006-06-18,E,,Lafayette,LA,1175.0
2189,99.9,KVOX,2007-06-26,E,,Moorhead,MN,1189.0
2188,99.9,KTEZ,2008-07-07,E,,Zwolle,LA,1194.0
2185,99.9,KSKG,2006-06-10,E,,Salina,KS,1212.0
2172,99.9,CMCH,2007-07-14,E,,Habana La Habana,Cuba,1253.0
2182,99.9,KMOO,2007-05-22,E,,Mineola,TX,1258.0
2169,99.9,CFWM,2010-07-04,E,,Winnipeg,MB,1278.0
2184,99.9,KSHN,2007-07-26,E,,Liberty,TX,1309.0
2181,99.9,KLUR,2007-05-06,E,,Wichita Falls,TX,1376.0
2191,99.9,KWKR,2006-06-10,E,,Leoti,KS,1419.0
2173,99.9,HIRTVD,2015-06-03,E,,Moca,DR,1423.0
2183,99.9,KSAB,2011-06-10,E,,Robstown,TX,1555.0
69,99.9,WXKC,2014-08-30,Tropo,USA,Erie,PA,315
90,99.9,CKFM,2014-08-30,Tropo,CAN,Toronto,ON,356
5294,99.9,WKKO,2018-06-20,Es,USA,Toledo,MI,476
6413,99.9,WKSF,2015-08-11,Es,USA,Old Fort,NC,538
4334,99.9,WQLQ,2017-06-25,Es,USA,Berrien Springs,MI,626
6295,99.9,WNNG,2015-08-11,Es,USA,Unadilla,GA,728
5953,99.9,WRJL,2015-08-11,Es,USA,Eva,AL,767
3656,99.9,WJVL,2016-07-12,Es,USA,Janesville,WI,777
788,99.9,KZMA,2015-06-23,Es,USA,Naylor,MO,885
2199,99.9,WEZN,2005-04-11,T,,Bridgeport,CT,
2209,99.9,WODE,2005-04-11,G,,Easton,PA,
2218,99.9,WWFG,2005-04-11,T,,Ocean City,MD,
2193,99.9,WACO,2007-05-22,E,,Waco,TX,
2238,100.1,W261AE,2006-07-13,T,,Camden,DE,80.0
2252,100.1,WQIC,2005-04-11,T,,Lebanon,PA,89.0
2251,100.1,WQFN,2007-09-19,T,,Forest City,PA,107.0
2242,100.1,WDST,2005-06-10,T,,Woodstock,NY,135.0
2261,100.1,WWOT,2005-09-07,T,,Altoona,PA,195.0
2256,100.1,WUPE,2008-06-16,T,,North Adams,MA,199.0
2260,100.1,WWFX,2005-06-10,T,,Southbridge,MA,210.0
2263,100.1,WYFJ,2006-08-18,T,,Ashland,VA,219.0
2240,100.1,WBRR,2010-10-11,T,,Bradford,PA,240.0
2241,100.1,WBXB,2005-06-23,T,,Edenton,NC,293.0
2257,100.1,WVBE,2007-08-16,T,,Lynchburg,VA,295.0
2222,100.1,CHCQ,2012-07-05,T,,Belleville,ON,318.0
2248,100.1,WNIR,2011-09-28,M,,Kent,OH,351.0
2259,100.1,WWFN,2013-06-21,T,,Lake City,SC,506.0
2262,100.1,WXBT,2011-09-04,E,,West Columbia,SC,542.0
2244,100.1,WFCV,2011-10-20,M,,Bluffton,IN,547.0
2223,100.1,CIOO,2005-09-22,T,,Halifax,NS,647.0
2255,100.1,WSSJ,2010-06-02,E,,Rincon,GA,648.0
2249,100.1,WNSY,2011-06-15,EM,,Talking Rock,GA,653.0
2250,100.1,WPJP,2011-09-20,M,,Port Washington,WI,716.0
2245,100.1,WGSY,2008-06-23,E,,Fort Phenix,AL,773.0
2254,100.1,WRHN,2011-06-25,EM,,Rhinelander,WI,829.0
2239,100.1,WASL,2006-06-29,E,,Dyersburg,TN,844.0
2227,100.1,KDJR,2014-07-01,E,,De Soto,MO,857.0
2243,100.1,WDXX,2011-06-05,E,,Selma,AL,861.0
2225,100.1,KCTN,2013-07-26,E,,Garnavillo,IA,874.0
2258,100.1,WVVE,2006-07-12,E,,Panama City,FL,924.0
2253,100.1,WQXB,2008-07-22,E,,Grenada,MS,938.0
2224,100.1,KBBM,2007-06-26,E,,Jefferson City,MO,946.0
2247,100.1,WLEZ-LP,2010-06-16,E,,Jackson,MS,1010.0
2229,100.1,KKWK,2007-06-26,E,,Cameron,MO,1020.0
2265,100.1,WZJZ,2006-05-28,E,,Port Charlotte,FL,1022.0
2232,100.1,KOMC,2008-07-06,EM,,Kimberling City,MO,1032.0
2234,100.1,KUYY,2010-06-24,E,,Emmetsburg,IA,1054.0
2264,100.1,WZFJ,2012-06-07,E,,Pequot Lakes,MN,1074.0
2233,100.1,KRVV,2008-07-07,E,,Bastrop,LA,1079.0
2231,100.1,KOLV,2007-06-26,E,,Olivia,MN,1090.0
2226,100.1,KDEZ,2010-07-16,E,,Brandon,SD,1140.0
2230,100.1,KNRB,2008-05-29,E,,Atlanta,TX,1166.0
2236,100.1,KYFM,2006-06-10,EM,,Bartlesville,OK,1180.0
2237,100.1,KYKC,2006-05-26,E,,Byng,OK,1254.0
2235,100.1,KYBI,2009-07-07,E,,Lufkin,TX,1264.0
2228,100.1,KJBI,2008-07-26,E,,Fort Pierre,SD,1333.0
2266,100.1,XHJT,2011-07-12,E,,Tampico,MX,1825.0
5807,100.1,W261DI,2019-07-11,Tropo,USA,Norfolk,VA,229
3852,100.1,WFRI,2016-07-15,Es,USA,Winamac,IN,627
2018,100.1,WPUP,2015-12-30,Es,USA,Watkinsville,GA,632
3741,100.1,WVIB,2016-07-12,Es,USA,North Muskegon,MI,638
3851,100.1,WGLC,2016-07-15,Es,USA,Mendota,IL,764
3859,100.1,WKAI,2016-07-16,Es,USA,Macomb,IL,854
2246,100.1,WJRZ,2005-04-11,G,,Toms River,NJ,
2278,100.3,WBIG,2005-06-25,T,,Washington,DC,154.0
2277,100.3,WARV,2010-08-08,T,,Petersburg,VA,247.0
2280,100.3,WHEB,2008-07-13,T,,Portsmouth,NH,290.0
2283,100.3,WLGP,2007-08-29,T,,Harkers Island,NC,385.0
2287,100.3,WVBZ,2008-09-21,T,,High Point,NC,396.0
2267,100.3,CHTN,2010-05-14,E,,Charlottetown,PEI,713.0
2286,100.3,WRUM,2008-07-09,E,,Orlando,FL,873.0
2284,100.3,WLML,2015-06-03,E,,Lake Park,FL,957.0
2270,100.3,KDRB,2007-05-11,E,,Des Moines,IA,986.0
2272,100.3,KFXN,2012-06-10,E,,Minneapolis,MN,995.0
2269,100.3,KDJE,2007-05-22,E,,Jacksonville,AR,1035.0
2288,100.3,ZNJ,2010-05-14,E,,Nassau,Bahamas,1049.0
2279,100.3,WCTH,2006-06-18,E,,Plantation Key,FL,1099.0
2275,100.3,KLRZ,2011-06-05,E,,Larose,LA,1142.0
2276,100.3,KRRV,2011-07-24,E,,Alexnadria,LA,1173.0
2274,100.3,KJKK,2007-05-22,E,,Dallas,TX,1334.0
2273,100.3,KILT,2011-07-24,E,,Houston,TX,1376.0
2268,100.3,HIGQ,2018-06-18,E,,Moca,DR,1429.0
4794,100.3,WWOP-LP,2017-09-13,Tropo,USA,Ocean City,MD,107
548,100.3,KDVV,2015-06-18,Es,USA,Topeka,KS,1133
4708,100.3,KZEN,2017-07-27,Es,USA,Columbus,NE,1207
3986,100.3,WDHI,2016-10-08,Tropo,USA,Delhi,NY,173
1615,100.3,WMKS,2015-09-06,Tropo,USA,Sedalia,NC,389
1133,100.3,WSEA,2015-07-30,Tropo,USA,Myrtle Beach,SC,481
6421,100.3,W262CO,2015-08-11,Es,USA,Cashiers,NC,522
5161,100.3,WOSL,2018-06-20,Es,USA,Cincinnati,OH,529
5994,100.3,WCYQ,2015-08-11,Es,USA,Oak Ridge,TN,578
5196,100.3,WVVR,2018-06-20,Es,USA,Hopkinsville,KY,732
6265,100.3,WOBB,2015-08-11,Es,USA,Tifton,GA,774
2978,100.3,WYDL,2016-07-12,Es,USA,Middleton,TN,836
5222,100.3,KATZ,2018-06-20,Es,USA,Bridgeton,MO,843
6354,100.3,WAOQ,2015-08-11,Es,USA,Brantley,AL,857
3205,100.3,KUKU,2016-07-12,Es,USA,Willow Springs,MO,957
6431,100.3,WNSL,2015-08-11,Es,USA,Hattiesburg,MS,993
2281,100.3,WHTZ,2005-04-11,G,,Newark,NJ,
2282,100.3,WKKB,2005-04-11,T,,Middletown,RI,
2285,100.3,WPHI,2005-04-11,G,,Media,PA,
2349,100.5,WYGL,2007-10-05,T,,Elizabethtown,PA,113.0
2321,100.5,WCDW,2005-05-13,T,,Susquehanna,PA,142.0
2336,100.5,WRCH,2005-04-11,T,,New Britain,CT,150.0
2324,100.5,WDYK,2007-10-05,T,,Ridgeley,WV,209.0
2328,100.5,WJNG,2012-09-01,T,,Johnsonburg,PA,222.0
2351,100.5,WZEZ,2005-06-12,T,,Goochland,VA,233.0
2345,100.5,WVHT,2005-04-11,T,,Norfolk,VA,240.0
2323,100.5,WDVI,2005-05-29,T,,Rochester,NY,243.0
2317,100.5,W263CU,2014-06-24,T,,Hyannis,MA,256.0
2348,100.5,WXXK,2011-12-07,TM,,Lebanon,NH,276.0
2334,100.5,WOMP,2005-04-11,TM,,Bellaire,OH,316.0
2289,100.5,CBBL,2007-09-18,T,,London,ON,392.0
2329,100.5,WKEE,2011-10-27,TM,,Huntington,WV,427.0
2330,100.5,WKXA,2011-12-14,M,,Findlay,OH,465.0
2326,100.5,WHLZ,2008-09-21,TEM,,Marion,SC,475.0
2291,100.5,CFIN,2013-12-12,M,,Lac-Etchemin,QC,483.0
2340,100.5,WSGW,2011-09-27,M,,Carrollton,MI,529.0
2342,100.5,WSSL,2011-01-08,TM,,Gray Court,SC,555.0
2293,100.5,CIOK,2005-09-06,TE,,Saint John,NB,569.0
2318,100.5,WALC,2012-05-09,TEM,,Charleston,SC,576.0
2332,100.5,WLGX,2011-01-07,TM,,Louisville,KY,589.0
2346,100.5,WWKI,2010-08-12,TEM,,Kokomo,IN,592.0
2344,100.5,WTRV,2011-01-03,M,,Walker,MI,599.0
2327,100.5,WIAR-LP,2013-07-03,E,,Hilton Head Island,SC,642.0
2347,100.5,WXRS,2008-07-22,E,,Swainsboro,GA,670.0
2333,100.5,WNNX,2008-07-22,EM,,College Park,GA,687.0
2341,100.5,WSJD,2008-06-02,E,,Princeton,IN,693.0
2338,100.5,WRVY,2011-12-13,M,,Henry,IL,765.0
2343,100.5,WTLX,2012-12-13,M,,Monona,WI,781.0
2350,100.5,WYMG,2005-06-18,EM,,Chatham,IL,801.0
2322,100.5,WDTX,2010-11-11,M,,Rothschild,WI,828.0
2315,100.5,W263BX,2014-06-12,E,,Montgomery,AL,832.0
2319,100.5,WAPI,2006-06-10,EM,,Helena,AL,843.0
2331,100.5,WLDA,2005-07-08,EM,,Fort Rucker,AL,856.0
2325,100.5,WHHZ,2007-07-23,EM,,Newberry,FL,856.0
2299,100.5,KDEC,2008-06-04,EM,,Decorah,IA,902.0
2300,100.5,KEGI,2006-06-29,EM,,Trumann,AR,909.0
2320,100.5,WBLE,2007-07-10,EM,,Batesville,MS,912.0
2304,100.5,KMEM,2005-06-18,EM,,Memphis,MO,914.0
2335,100.5,WOYS,2006-05-21,EM,,Apalachicola,FL,916.0
2303,100.5,KKCA,2008-06-04,E,,Fulton,MO,917.0
2339,100.5,WSCN,2007-05-11,E,,Cloquet,MN,980.0
2314,100.5,W263BT,2010-05-03,E,,Clewiston,FL,989.0
2313,100.5,W263BI,2012-06-29,E,,Fort Myers,FL,1001.0
2309,100.5,KUOZ-LP,2012-06-19,E,,Clarksville,AR,1026.0
2290,100.5,CBSI-15,2011-06-18,E,,Harrington Harbour,QC,1029.0
2308,100.5,KSWF,2007-05-11,EM,,Aurora,MO,1030.0
2311,100.5,KXAC,2008-06-04,E,,St. Joseph,MN,1037.0
2316,100.5,W263BY,2012-07-24,E,,Naples,FL,1049.0
2337,100.5,WRTM,2006-06-29,EM,,Port Gibson,MS,1052.0
2312,100.5,KZHE,2008-07-22,EM,,Stamps,AR,1117.0
2296,100.5,K263AM,2008-06-04,E,,Tahlequah,OK,1131.0
2297,100.5,K263AT,2008-06-04,E,,Crete,NE,1167.0
2302,100.5,KIKN,2005-06-18,E,,Salem,SD,1185.0
2310,100.5,KVWF,2006-06-10,EM,,Augusta,KS,1211.0
2294,100.5,CMIL,2007-06-16,E,,Bolivia,Cuba,1222.0
2306,100.5,KQBB,2009-06-12,E,,Center,TX,1229.0
2301,100.5,KELB-LP,2012-06-04,E,,Lake Charles,LA,1245.0
2298,100.5,KATT,2006-06-10,EM,,Oklahoma City,OK,1272.0
2292,100.5,CFJL,2015-06-22,E,,Winnipeg,MB,1287.0
2305,100.5,KMVL,2007-07-14,EM,,Madisonville,TX,1336.0
2295,100.5,K263AK,2013-05-16,E,,Wichita Falls,TX,1373.0
2307,100.5,KRIK,2011-06-10,E,,Refugio,TX,1505.0
2352,100.5,XHIDO,2015-06-23,E,,Tula,MX,2000.0
4739,100.5,KBLY,2017-07-27,Es,USA,Newcastle,TX,1406
2383,100.5,WRBY-LP,2016-05-29,Tropo,USA,Salisbury,MD,206
3811,100.5,CHAS,2016-07-12,Es,CAN,Sault Ste. Marie,ON,672
2583,100.5,W263CF,2016-06-29,Es,USA,Meridian,MS,938
2375,100.7,W264BH,2007-05-30,G,,Mount Holly,NJ,9.0
2374,100.7,W264AM,2007-05-24,T,,Toms River,NJ,33.0
2380,100.7,WHUD,2005-07-10,T,,Peekskill,NY,96.0
2391,100.7,WZBA,2006-07-12,T,,Westminster,MD,115.0
2373,100.7,W264AJ,2012-07-06,T,,Southampton,NY,137.0
2392,100.7,WZLX,2005-06-02,T,,Boston,MA,246.0
2377,100.7,WBZZ,2012-07-07,T,,New Kensington,PA,276.0
2387,100.7,WRVA,2012-05-20,T,,Wake Forest,NC,348.0
2376,100.7,WBYT,2013-07-26,E,,Elkhart,IN,604.0
2389,100.7,WUSY,2013-06-23,E,,Cleveland,TN,666.0
2383,100.7,WKKV,2013-07-26,E,,Racine,WI,710.0
2390,100.7,WVMG,2008-06-27,E,,Normal,IL,746.0
2386,100.7,WMUV,2010-06-02,E,,Brunswick,GA,751.0
2357,100.7,KGMO,2009-07-06,E,,Cape Giradeau,MO,815.0
2379,100.7,WFLA,2007-07-26,E,,Midway,FL,852.0
2355,100.7,KFNS,2009-07-06,E,,Troy,MO,864.0
2361,100.7,KKRQ,2010-06-24,E,,Iowa City,IA,879.0
2385,100.7,WMTX,2006-06-18,E,,Tampa,FL,949.0
2382,100.7,WJLQ,2006-06-18,E,,Pensacola,FL,975.0
2364,100.7,KMZU,2008-06-27,E,,Carollton,MO,988.0
2354,100.7,KEAZ,2009-07-06,E,,Heber Springs,AR,993.0
2378,100.7,WDMS,2008-05-29,E,,Greenville,MS,1008.0
2381,100.7,WHYI,2006-07-12,E,,Fort Lauderdale,FL,1026.0
2359,100.7,KIKV,2015-06-22,E,,Sauk Centre,MN,1108.0
2362,100.7,KLSZ,2007-07-26,E,,Fort Smith,AR,1118.0
2356,100.7,KGBI,2007-05-11,E,,Omaha,NE,1121.0
2369,100.7,KTFR,2010-06-18,E,,Chelsea,OK,1143.0
2388,100.7,WTGE,2007-05-09,E,,Baton Rouge,LA,1147.0
2371,100.7,KZBL,2008-07-07,E,,Natchitoches,LA,1166.0
2372,100.7,VOCM-1,2014-05-26,E,,Clarenville,NF,1169.0
2360,100.7,KKLQ,2015-06-22,E,,Harwood,ND,1219.0
2365,100.7,KPNC,2010-06-18,E,,Ponca City,OK,1223.0
2366,100.7,KPXI,2011-06-20,E,,Overton,TX,1253.0
2358,100.7,KHOK,2008-06-16,E,,Hoisington,KS,1281.0
2370,100.7,KWRD,2007-05-22,E,,Highland Village,TX,1296.0
2363,100.7,KMLO,2008-07-26,E,,Lowry,SD,1320.0
2367,100.7,KRNP,2013-05-29,E,,Sutherland,NE,1388.0
2353,100.7,KASE,2011-06-20,E,,Austin,TX,1458.0
3567,100.7,KJYL,2016-07-12,Es,USA,Eagle Grove,IA,1019
39,100.7,WRDU,2014-08-27,Tropo,USA,Rocky Mount,NC,337
3718,100.7,WITL,2016-07-12,Es,USA,Lansing,MI,545
5189,100.7,WKLX,2018-06-20,Es,USA,Brownsville,KY,657
6334,100.7,WLRR,2015-08-11,Es,USA,Milledgeville,GA,665
6392,100.7,WCKF,2015-08-11,Es,USA,Ashland,AL,767
3759,100.7,WBIZ,2016-07-12,Es,USA,Bloomer,WI,927
6323,100.7,WJTQ,2015-08-11,Es,USA,Atmore,FL,970
2384,100.7,WLEV,2005-04-11,G,,Allentown,PA,
2393,100.7,WZXL,2005-04-11,G,,Wildwood,NJ,
2368,100.7,KSHQ,2013-07-05,E,,Deerfield,MO,
2413,100.9,W265BG,2005-04-11,T,,Northeast,MD,72.0
2442,100.9,WVLY,2005-05-13,T,,Milton,PA,118.0
2415,100.9,WAAI,2005-04-11,T,,Hurlock,MD,119.0
2422,100.9,WCDO,2005-06-19,T,,Sidney,NY,153.0
2433,100.9,WNNT,2007-09-08,T,,Warsaw,VA,183.0
2439,100.9,WRNX,2005-06-10,T,,Amherst,MA,185.0
2430,100.9,WKLI,2006-06-20,T,,Albany,NY,187.0
2419,100.9,WAYC,2018-07-01,T,,Bedford,PA,206.0
2432,100.9,WKRL,2005-10-04,T,,North Syracuse,NY,221.0
2443,100.9,WWFY,2012-07-06,T,,Berlin,VT,301.0
2445,100.9,WYNZ,2005-10-03,T,,Westbrook,ME,331.0
2440,100.9,WSTS,2011-12-04,T,,Fairmont,NC,464.0
2436,100.9,WPGW,2015-06-22,E,,Portland,IN,547.0
2418,100.9,WAYA,2013-07-03,E,,Ridgeville,SC,571.0
2434,100.9,WNOU,2009-07-06,E,,Speedway,IN,597.0
2416,100.9,WAKB,2013-07-03,E,,Hephzibah,GA,615.0
2412,100.9,W265BC,2009-06-26,E,,Cookeville,TN,643.0
2420,100.9,WBDC,2014-07-01,E,,Huntinburg,IN,661.0
2426,100.9,WHPO,2009-06-22,M,,Hoopeston,IL,679.0
2396,100.9,CKTO,2007-09-20,TE,,Truro,NS,695.0
2435,100.9,WPGA,2011-07-19,E,,Perry,GA,720.0
2395,100.9,CKAP,2009-06-30,E,,Kapuskasing,ON,740.0
2446,100.9,WZUS,2014-07-01,E,,Macon,IL,751.0
2421,100.9,WBZG,2007-05-11,E,,Peru,IL,760.0
2423,100.9,WCJM,2009-06-26,E,,West Point,GA,762.0
2441,100.9,WVHR,2009-06-27,M,,Farmville,TN,796.0
2437,100.9,WRCO,2014-07-06,E,,Richland Center,WI,834.0
2444,100.9,WXJZ,2007-07-23,E,,Gainesville,FL,839.0
2417,100.9,WALX,2009-06-26,E,,Orrville,AL,859.0
2406,100.9,KRRY,2009-06-16,M,,Quincy,MO,888.0
2429,100.9,WKBB,2009-07-07,E,,Mantee,MS,891.0
2404,100.9,KHOM,2009-06-26,E,,Salem,MO,944.0
2414,100.9,W265BV,2009-06-22,E,,Okeechobee,FL,955.0
2405,100.9,KOWZ,2008-07-26,E,,Blooming Prairie,MN,988.0
2424,100.9,WCMP,2009-07-09,E,,Pine City,MN,997.0
2428,100.9,WJXN,2008-07-22,E,,Utica,MS,1029.0
2409,100.9,KWKK,2009-06-12,E,,Russellville,AR,1056.0
2401,100.9,KESA,2014-07-01,E,,Eureka Springs,AR,1058.0
2400,100.9,KDEL,2009-06-12,E,,Arkadelphia,AR,1085.0
2394,100.9,CBQH,2010-07-04,E,,Dryden,ON,1094.0
2403,100.9,KHLL,2009-06-12,E,,Richwood,LA,1097.0
2402,100.9,KGLC,2009-07-06,E,,Miami,OK,1101.0
2399,100.9,KCLY,2005-08-08,E,,Clay Center,KS,1179.0
2411,100.9,KXOJ,2009-06-20,E,,Sapulpa,OK,1188.0
2398,100.9,KAUJ,2010-07-04,E,,Grafton,ND,1251.0
2407,100.9,KVMK,2015-06-23,E,,Wheelock,TX,1364.0
2408,100.9,KWFB,2009-06-12,E,,Holiday,TX,1382.0
2448,100.9,XHSA,2009-07-08,E,,Saltillo,MX,1817.0
2447,100.9,XHS,2015-06-23,E,,Tampico,MX,1824.0
2449,100.9,XHSON,2015-06-23,E,,Mexico City,MX,2041.0
2304,100.9,K265EO,2016-04-28,Es,USA,Stuttgart,AR,1018
5828,100.9,KGBL,2019-07-20,Es,USA,Lakin,KS,1410
83,100.9,WRKT,2014-08-30,Tropo,USA,North East,PA,310
4622,100.9,WBNO,2017-07-27,Es,USA,Bryan,OH,531
5996,100.9,WANY,2015-08-11,Es,USA,Albany,KY,609
6262,100.9,WLYU,2015-08-11,Es,USA,Lyons,GA,687
353,100.9,WEIO,2015-05-26,Es,USA,Huntingdon,TN,798
794,100.9,WJAQ,2015-06-23,Es,USA,Marianna,FL,864
3315,100.9,KCKP,2016-07-12,Es,USA,Laurie,MO,976
2431,100.9,WKNL,2005-04-11,T,,New London,CT,
2425,100.9,WFMI,2005-04-11,T,,Southern Shores,NC,
2397,100.9,CMLD,2009-06-22,E,,Las Tunas,Cuba,
2463,101.1,WQMR,2007-05-25,T,,Snow Hill,MD,134.0
2467,101.1,WWDC,2005-06-25,T,,Washington,DC,143.0
2458,101.1,WDYL,2006-08-18,T,,Chester,VA,233.0
2466,101.1,WTWV,2005-06-02,T,,Mashpee,MA,247.0
2459,101.1,WGIR,2013-09-21,T,,Manchester,NH,258.0
2464,101.1,WQZL,2007-09-06,T,,Belhaven,NC,349.0
2469,101.1,WZTK,2011-08-01,T,,Burlington,NC,383.0
2461,101.1,WLVH,2010-06-02,E,,Hardeeville,SC,662.0
2454,101.1,WAFT,2010-06-02,E,,Valdosta,GA,801.0
2468,101.1,WXOS,2014-07-01,E,,E. St. Louis,IL,840.0
2460,101.1,WJRR,2013-07-03,E,,Cocoa Beach,FL,873.0
2453,101.1,KXIA,2007-05-11,E,,Marshalltown,IA,951.0
2455,101.1,WAVV,2008-07-09,E,,Naples Park,FL,1038.0
2450,101.1,KCFX,2014-07-06,E,,Harrisonville,MO,1050.0
2462,101.1,WNOE,2009-06-12,E,,New Orleans,LA,1104.0
2452,101.1,KLQL,2008-07-26,E,,Luverne,MN,1125.0
2465,101.1,WRR,2014-07-04,E,,Dallas,TX,1334.0
2451,101.1,KLOL,2009-06-12,E,,Houston,TX,1376.0
5040,101.1,KLAB,2018-06-20,Es,USA,Siloam Springs,AR,1109
2986,101.1,KRMD,2016-07-12,Es,USA,Oil City,LA,1179
1628,101.1,WHYA,2015-09-07,Tropo,USA,Hyannis,MA,258
5169,101.1,WIZF,2018-06-20,Es,USA,Cincinnati,KY,530
6348,101.1,WROQ,2015-08-11,Es,USA,Anderson,SC,552
5282,101.1,WIOE,2018-06-20,Es,USA,South Whitley,IN,587
2456,101.1,WBEB,2005-04-11,G,,Philadelphia,PA,
2457,101.1,WCBS,2005-04-11,G,,New York,NY,
2494,101.3,WQAR,2005-06-28,T,,Stillwater,NY,208.0
2496,101.3,WRMM,2011-07-21,T,,Rochester,NY,258.0
2503,101.3,WXJK,2010-09-03,T,,Farmville,VA,274.0
2471,101.3,CKOT,2005-10-05,T,,Tillsonburg,ON,371.0
2489,101.3,WKCG,2005-10-03,T,,Augusta,ME,385.0
2502,101.3,WWQQ,2011-10-08,T,,Wilmington,NC,454.0
2501,101.3,WWDM,2013-06-21,T,,Sumter,SC,530.0
2484,101.3,WBAA,2015-06-22,E,,West Lafayette,IN,646.0
2470,101.3,CJCH,2010-05-14,TE,,Halifax,NS,647.0
2498,101.3,WSUE,2011-07-09,E,,Sault Ste. Marie,MI,649.0
2495,101.3,WQIL,2009-04-11,E,,Chauncey,GA,707.0
2492,101.3,WMSK,2009-07-06,E,,Sturgis,KY,725.0
2483,101.3,WAGH,2008-05-29,E,,Smiths,GA,782.0
2485,101.3,WCMT,2008-06-26,E,,Martin,TN,804.0
2481,101.3,KUUL,2013-07-26,E,,East Moline,IL,815.0
2482,101.3,WAGF,2012-07-24,E,,Dothan,AL,853.0
2499,101.3,WTMG,2007-07-23,E,,Williston,FL,859.0
2488,101.3,WJDQ,2006-06-10,E,,Meridian,MS,942.0
2487,101.3,WHLG,2007-07-23,E,,Port St. Lucie,FL,944.0
2472,101.3,KDWB,2009-07-09,E,,Richfield,MN,990.0
2480,101.3,KTXR,2009-07-06,E,,Springfield,MO,997.0
2479,101.3,KSIB,2015-06-18,E,,Creston,IA,1036.0
2478,101.3,KMCO,2009-06-12,E,,Wilburton,OK,1099.0
2475,101.3,KKYY,2008-07-10,E,,Whiting,IA,1116.0
2491,101.3,WKYZ,2006-06-18,E,,Key Colony Beach,FL,1126.0
2477,101.3,KLZA,2007-05-11,E,,Falls City,NE,1195.0
2473,101.3,KFDI,2009-06-19,E,,Wichita,KS,1228.0
2474,101.3,KKGB,2009-06-22,E,,Sulphur,LA,1245.0
2476,101.3,KLAW,2009-06-12,E,,Lawton,OK,1355.0
2288,101.3,KPBA,2016-04-28,Es,USA,Pine Bluff,AR,1023
2777,101.3,WBBV,2016-07-12,Es,USA,Vicksburg,MS,1041
3748,101.3,WBFX,2016-07-12,Es,USA,Grand Rapids,MI,594
5988,101.3,WECO,2015-08-11,Es,USA,Wartburg,TN,598
5112,101.3,WMJM,2018-06-20,Es,USA,Jeffersontown,KY,599
3284,101.3,WMCI,2016-07-12,Es,USA,Neoga,IL,731
1932,101.3,WKGF,2015-12-30,Es,USA,Grenada,MS,940
2500,101.3,WWDE,2005-04-11,T,,Hampton,VA,
2486,101.3,WGGY,2005-04-11,T,,Scranton,PA,
2493,101.3,WNCL,2005-04-11,T,,Milford,DE,
2497,101.3,WROZ,2005-04-11,T,,Lancaster,PA,
2490,101.3,WKCI,2005-04-11,T,,Hamden,CT,
2512,101.5,WCFA-LP,2013-02-11,T,,Cape May,NJ,79.0
2510,101.5,W268AN,2013-02-11,T,,Plainview,NY,84.0
2517,101.5,WPDH,2005-12-14,T,,Poughkeepsie,NY,118.0
2513,101.5,WDKC,2011-05-16,T,,Covington,PA,162.0
2511,101.5,WBQB,2005-12-14,T,,Fredericksburg,VA,186.0
2523,101.5,WWBB,2005-12-14,T,,Providence,RI,219.0
2516,101.5,WORD,2011-05-16,T,,Pittsburgh,PA,275.0
2519,101.5,WRAL,2005-12-14,T,,Raleigh,NC,368.0
2522,101.5,WVLK,2012-10-30,M,,Richmond,KY,534.0
2520,101.5,WSOL,2013-07-03,E,,Brunswick,GA,751.0
2504,101.5,CIGO,2012-10-30,M,,Port Hawkesbury,NS,773.0
2505,101.5,KKSI,2012-10-30,M,,Eddyville,IA,940.0
2518,101.5,WPOI,2007-07-26,E,,St. Petersburg,FL,950.0
2521,101.5,WTKX,2008-06-23,E,,Pensacola,FL,973.0
2515,101.5,WLYF,2007-07-14,E,,Miami,FL,1026.0
2508,101.5,KRRW,2012-10-30,M,,Saint James,MN,1046.0
2524,101.5,WYNK,2011-07-24,E,,Baton Rouge,LA,1147.0
2506,101.5,KNUE,2015-06-23,E,,Tyler,TX,1244.0
2509,101.5,KVCX,2012-10-30,M,,Gregory,SD,1284.0
3170,101.5,KFMD,2016-07-12,Es,USA,Greenland,AR,1092
4732,101.5,KMKF,2017-07-27,Es,USA,Manhattan,KS,1158
5742,101.5,KIZS,2019-06-21,Es,USA,Collinsville,OK,1171
545,101.5,KROR,2015-06-18,Es,USA,Hastings,NE,1272
5147,101.5,WBGW,2018-06-20,Es,USA,Fort Branch,IN,697
5197,101.5,WCIL,2018-06-20,Es,USA,Carbondale,IL,805
